time,processed_feed_pressure
2024-10-07 21:10:23,9.58125
2024-10-07 21:11:23,9.58125
2024-10-07 21:12:23,9.58125
2024-10-07 21:13:23,9.58125
2024-10-07 21:14:23,9.58125
2024-10-07 21:15:23,9.58125
2024-10-07 21:16:23,9.58125
2024-10-07 21:17:23,9.58125
2024-10-07 21:18:23,9.58125
2024-10-07 21:19:23,9.58125
2024-10-07 21:20:23,9.58125
2024-10-07 21:21:23,9.58125
2024-10-07 21:22:23,9.58125
2024-10-07 21:23:23,9.5766
2024-10-07 21:24:23,9.578775
2024-10-07 21:25:23,9.583275
2024-10-07 21:26:23,9.587775
2024-10-07 21:27:23,9.592275
2024-10-07 21:28:23,9.601425
2024-10-07 21:29:23,9.60375
2024-10-07 21:30:23,9.60375
2024-10-07 21:31:23,9.60375
2024-10-07 21:32:23,9.60375
2024-10-07 21:33:23,9.60375
2024-10-07 21:34:23,9.60375
2024-10-07 21:35:23,9.60375
2024-10-07 21:36:23,9.60375
2024-10-07 21:37:23,9.60375
2024-10-07 21:38:23,9.60375
2024-10-07 21:39:23,9.60375
2024-10-07 21:40:23,9.60375
2024-10-07 21:41:23,9.60375
2024-10-07 21:42:23,9.60375
2024-10-07 21:43:23,9.60375
2024-10-07 21:44:23,9.60375
2024-10-07 21:45:23,9.60375
2024-10-07 21:46:23,9.60375
2024-10-07 21:47:23,9.60375
2024-10-07 21:48:23,9.60375
2024-10-07 21:49:23,9.60375
2024-10-07 21:50:23,9.60375
2024-10-07 21:51:23,9.606375
2024-10-07 21:52:23,9.609
2024-10-07 21:53:23,9.611625
2024-10-07 21:54:23,9.61425
2024-10-07 21:55:23,9.616875
2024-10-07 21:56:23,9.616875
2024-10-07 21:57:23,9.616875
2024-10-07 21:58:23,9.616875
2024-10-07 21:59:23,9.616875
2024-10-07 22:00:23,9.616875
2024-10-07 22:01:23,9.616875
2024-10-07 22:02:23,9.616875
2024-10-07 22:03:23,9.616875
2024-10-07 22:04:23,9.616875
2024-10-07 22:05:23,9.616875
2024-10-07 22:06:23,9.6003
2024-10-07 22:07:23,9.59385
2024-10-07 22:08:23,9.595575
2024-10-07 22:09:23,9.60195
2024-10-07 22:10:23,9.608325
2024-10-07 22:11:23,9.631275
2024-10-07 22:12:23,9.6441
2024-10-07 22:13:23,9.64875
2024-10-07 22:14:23,9.64875
2024-10-07 22:15:23,9.64875
2024-10-07 22:16:23,9.64875
2024-10-07 22:17:23,9.64875
2024-10-07 22:18:23,9.64875
2024-10-07 22:19:23,9.64875
2024-10-07 22:20:23,9.64875
2024-10-07 22:21:23,9.64875
2024-10-07 22:22:23,9.64875
2024-10-07 22:23:23,9.64875
2024-10-07 22:24:23,9.64875
2024-10-07 22:25:23,9.64875
2024-10-07 22:26:23,9.64875
2024-10-07 22:27:23,9.64875
2024-10-07 22:28:23,9.64875
2024-10-07 22:29:23,9.64875
2024-10-07 22:30:23,9.64875
2024-10-07 22:31:23,9.64875
2024-10-07 22:32:23,9.62925
2024-10-07 22:33:23,9.61335
2024-10-07 22:34:23,9.60135
2024-10-07 22:35:23,9.58935
2024-10-07 22:36:23,9.57735
2024-10-07 22:37:23,9.58485
2024-10-07 22:38:23,9.58875
2024-10-07 22:39:23,9.58875
2024-10-07 22:40:23,9.58875
2024-10-07 22:41:23,9.58875
2024-10-07 22:42:23,9.58875
2024-10-07 22:43:23,9.58875
2024-10-07 22:44:23,9.58875
2024-10-07 22:45:23,9.58875
2024-10-07 22:46:23,9.58875
2024-10-07 22:47:23,9.58875
2024-10-07 22:48:23,9.58875
2024-10-07 22:49:23,9.58875
2024-10-07 22:50:23,9.58875
2024-10-07 22:51:23,9.58875
2024-10-07 22:52:23,9.58875
2024-10-07 22:53:23,9.58875
2024-10-07 22:54:23,9.58875
2024-10-07 22:55:23,9.5898
2024-10-07 22:56:23,9.6021
2024-10-07 22:57:23,9.621225
2024-10-07 22:58:23,9.64485
2024-10-07 22:59:23,9.668475
2024-10-07 23:00:24,9.69105
2024-10-07 23:01:24,9.702375
2024-10-07 23:02:24,9.706875
2024-10-07 23:03:24,9.706875
2024-10-07 23:04:24,9.706875
2024-10-07 23:05:24,9.706875
2024-10-07 23:06:24,9.706875
2024-10-07 23:07:24,9.706875
2024-10-07 23:08:24,9.706875
2024-10-07 23:09:24,9.706875
2024-10-07 23:10:24,9.706875
2024-10-07 23:11:24,9.706875
2024-10-07 23:12:24,9.706875
2024-10-07 23:13:24,9.706875
2024-10-07 23:14:24,9.673275
2024-10-07 23:15:24,9.6504
2024-10-07 23:16:24,9.634275
2024-10-07 23:17:24,9.6234
2024-10-07 23:18:24,9.613275
2024-10-07 23:19:24,9.63675
2024-10-07 23:20:24,9.6495
2024-10-07 23:21:24,9.6555
2024-10-07 23:22:24,9.65625
2024-10-07 23:23:24,9.65625
2024-10-07 23:24:24,9.65625
2024-10-07 23:25:24,9.65625
2024-10-07 23:26:24,9.65625
2024-10-07 23:27:24,9.65625
2024-10-07 23:28:24,9.65625
2024-10-07 23:29:24,9.65625
2024-10-07 23:30:24,9.65625
2024-10-07 23:31:24,9.65625
2024-10-07 23:32:24,9.65625
2024-10-07 23:33:24,9.65625
2024-10-07 23:34:24,9.65625
2024-10-07 23:35:24,9.65625
2024-10-07 23:36:24,9.65625
2024-10-07 23:37:24,9.65625
2024-10-07 23:38:24,9.648075
2024-10-07 23:39:24,9.655875
2024-10-07 23:40:24,9.6765
2024-10-07 23:41:24,9.705075
2024-10-07 23:42:24,9.7377
2024-10-07 23:43:24,9.7785
2024-10-07 23:44:24,9.803325
2024-10-07 23:45:24,9.815325
2024-10-07 23:46:24,9.819375
2024-10-07 23:47:24,9.819375
2024-10-07 23:48:24,9.819375
2024-10-07 23:49:24,9.819375
2024-10-07 23:50:24,9.819375
2024-10-07 23:51:24,9.819375
2024-10-07 23:52:24,9.819375
2024-10-07 23:53:24,9.819375
2024-10-07 23:54:24,9.819375
2024-10-07 23:55:24,9.819375
2024-10-07 23:56:24,9.819375
2024-10-07 23:57:24,9.819375
2024-10-07 23:58:24,9.819375
2024-10-07 23:59:24,9.819375
2024-10-08 00:00:24,9.819375
2024-10-08 00:01:24,9.819375
2024-10-08 00:02:24,9.774825
2024-10-08 00:03:24,9.7434
2024-10-08 00:04:24,9.7227
2024-10-08 00:05:24,9.710175
2024-10-08 00:06:24,9.702675
2024-10-08 00:07:24,9.739725
2024-10-08 00:08:24,9.76365
2024-10-08 00:09:24,9.77685
2024-10-08 00:10:24,9.781875
2024-10-08 00:11:24,9.781875
2024-10-08 00:12:24,9.781875
2024-10-08 00:13:24,9.781875
2024-10-08 00:14:24,9.781875
2024-10-08 00:15:24,9.781875
2024-10-08 00:16:24,9.781875
2024-10-08 00:17:24,9.781875
2024-10-08 00:18:24,9.781875
2024-10-08 00:19:24,9.781875
2024-10-08 00:20:24,9.781875
2024-10-08 00:21:24,9.732075
2024-10-08 00:22:24,9.69645
2024-10-08 00:23:24,9.670575
2024-10-08 00:24:24,9.651525
2024-10-08 00:25:24,9.6354
2024-10-08 00:26:24,9.67365
2024-10-08 00:27:24,9.7023
2024-10-08 00:28:24,9.725775
2024-10-08 00:29:24,9.747
2024-10-08 00:30:24,9.769875
2024-10-08 00:31:24,9.788175
2024-10-08 00:32:24,9.8019
2024-10-08 00:33:24,9.81105
2024-10-08 00:34:24,9.815625
2024-10-08 00:35:24,9.815625
2024-10-08 00:36:24,9.815625
2024-10-08 00:37:24,9.815625
2024-10-08 00:38:24,9.815625
2024-10-08 00:39:24,9.815625
2024-10-08 00:40:24,9.815625
2024-10-08 00:41:24,9.815625
2024-10-08 00:42:24,9.815625
2024-10-08 00:43:24,9.815625
2024-10-08 00:44:24,9.815625
2024-10-08 00:45:24,9.769575
2024-10-08 00:46:24,9.734025
2024-10-08 00:47:24,9.70845
2024-10-08 00:48:24,9.68925
2024-10-08 00:49:24,9.673125
2024-10-08 00:50:24,9.7038
2024-10-08 00:51:24,9.723975
2024-10-08 00:52:24,9.734175
2024-10-08 00:53:24,9.738
2024-10-08 00:54:24,9.73875
2024-10-08 00:55:24,9.73875
2024-10-08 00:56:24,9.73875
2024-10-08 00:57:24,9.73875
2024-10-08 00:58:24,9.73875
2024-10-08 00:59:24,9.73875
2024-10-08 01:00:24,9.73875
2024-10-08 01:01:24,9.73875
2024-10-08 01:02:24,9.73875
2024-10-08 01:03:24,9.73875
2024-10-08 01:04:24,9.73875
2024-10-08 01:05:24,9.73875
2024-10-08 01:06:24,9.73875
2024-10-08 01:07:24,9.73875
2024-10-08 01:08:24,9.73875
2024-10-08 01:09:24,9.73875
2024-10-08 01:10:24,9.71205
2024-10-08 01:11:24,9.7005
2024-10-08 01:12:24,9.6999
2024-10-08 01:13:24,9.707625
2024-10-08 01:14:24,9.719625
2024-10-08 01:15:24,9.758325
2024-10-08 01:16:24,9.781875
2024-10-08 01:17:24,9.794475
2024-10-08 01:18:24,9.79875
2024-10-08 01:19:24,9.79875
2024-10-08 01:20:24,9.79875
2024-10-08 01:21:24,9.79875
2024-10-08 01:22:24,9.79875
2024-10-08 01:23:24,9.79875
2024-10-08 01:24:24,9.79875
2024-10-08 01:25:24,9.79875
2024-10-08 01:26:24,9.79875
2024-10-08 01:27:24,9.79875
2024-10-08 01:28:24,9.79875
2024-10-08 01:29:24,9.752625
2024-10-08 01:30:24,9.72
2024-10-08 01:31:24,9.6969
2024-10-08 01:32:24,9.679425
2024-10-08 01:33:24,9.665325
2024-10-08 01:34:24,9.6987
2024-10-08 01:35:24,9.718575
2024-10-08 01:36:24,9.728925
2024-10-08 01:37:24,9.73365
2024-10-08 01:38:24,9.735
2024-10-08 01:39:24,9.735
2024-10-08 01:40:24,9.735
2024-10-08 01:41:24,9.735
2024-10-08 01:42:24,9.735
2024-10-08 01:43:24,9.735
2024-10-08 01:44:24,9.735
2024-10-08 01:45:24,9.735
2024-10-08 01:46:24,9.735
2024-10-08 01:47:24,9.735
2024-10-08 01:48:24,9.6945
2024-10-08 01:49:24,9.668925
2024-10-08 01:50:24,9.656175
2024-10-08 01:51:24,9.6552
2024-10-08 01:52:24,9.662175
2024-10-08 01:53:24,9.7152
2024-10-08 01:54:24,9.753525
2024-10-08 01:55:24,9.779025
2024-10-08 01:56:24,9.79275
2024-10-08 01:57:24,9.798525
2024-10-08 01:58:24,9.79875
2024-10-08 01:59:24,9.79875
2024-10-08 02:00:24,9.79875
2024-10-08 02:01:24,9.79875
2024-10-08 02:02:24,9.79875
2024-10-08 02:03:24,9.79875
2024-10-08 02:04:24,9.79875
2024-10-08 02:05:24,9.79875
2024-10-08 02:06:24,9.79875
2024-10-08 02:07:24,9.79875
2024-10-08 02:08:24,9.747075
2024-10-08 02:09:24,9.712575
2024-10-08 02:10:24,9.6954
2024-10-08 02:11:24,9.693
2024-10-08 02:12:24,9.701175
2024-10-08 02:13:24,9.767475
2024-10-08 02:14:24,9.81885
2024-10-08 02:15:24,9.8529
2024-10-08 02:16:24,9.872175
2024-10-08 02:17:24,9.880875
2024-10-08 02:18:24,9.883125
2024-10-08 02:19:24,9.883125
2024-10-08 02:20:24,9.883125
2024-10-08 02:21:24,9.883125
2024-10-08 02:22:24,9.883125
2024-10-08 02:23:24,9.883125
2024-10-08 02:24:24,9.883125
2024-10-08 02:25:24,9.883125
2024-10-08 02:26:24,9.883125
2024-10-08 02:27:24,9.883125
2024-10-08 02:28:24,9.815175
2024-10-08 02:29:24,9.75285
2024-10-08 02:30:24,9.692475
2024-10-08 02:31:24,9.64425
2024-10-08 02:32:24,9.602625
2024-10-08 02:33:24,9.63855
2024-10-08 02:34:24,9.681
2024-10-08 02:35:24,9.73365
2024-10-08 02:36:24,9.77415
2024-10-08 02:37:24,9.8136
2024-10-08 02:38:24,9.846
2024-10-08 02:39:24,9.86625
2024-10-08 02:40:24,9.87435
2024-10-08 02:41:24,9.88245
2024-10-08 02:42:24,9.885
2024-10-08 02:43:24,9.885
2024-10-08 02:44:24,9.885
2024-10-08 02:45:24,9.885
2024-10-08 02:46:24,9.885
2024-10-08 02:47:24,9.885
2024-10-08 02:48:24,9.885
2024-10-08 02:49:24,9.885
2024-10-08 02:50:24,9.885
2024-10-08 02:51:25,9.885
2024-10-08 02:52:25,9.828825
2024-10-08 02:53:25,9.787575
2024-10-08 02:54:25,9.75675
2024-10-08 02:55:25,9.734775
2024-10-08 02:56:25,9.718275
2024-10-08 02:57:25,9.7587
2024-10-08 02:58:25,9.7842
2024-10-08 02:59:25,9.799275
2024-10-08 03:00:25,9.8055
2024-10-08 03:01:25,9.80625
2024-10-08 03:02:25,9.80625
2024-10-08 03:03:25,9.80625
2024-10-08 03:04:25,9.80625
2024-10-08 03:05:25,9.80625
2024-10-08 03:06:26,9.80625
2024-10-08 03:07:26,9.80625
2024-10-08 03:08:26,9.80625
2024-10-08 03:09:26,9.80625
2024-10-08 03:10:26,9.80625
2024-10-08 03:11:26,9.80625
2024-10-08 03:12:26,9.80625
2024-10-08 03:13:26,9.80625
2024-10-08 03:14:26,9.80625
2024-10-08 03:15:26,9.753675
2024-10-08 03:16:26,9.71595
2024-10-08 03:17:26,9.692175
2024-10-08 03:18:26,9.682875
2024-10-08 03:19:26,9.6855
2024-10-08 03:20:26,9.748125
2024-10-08 03:21:27,9.800325
2024-10-08 03:22:27,9.841725
2024-10-08 03:23:27,9.86865
2024-10-08 03:24:27,9.88365
2024-10-08 03:25:27,9.891225
2024-10-08 03:26:27,9.894375
2024-10-08 03:27:27,9.894375
2024-10-08 03:28:27,9.894375
2024-10-08 03:29:27,9.894375
2024-10-08 03:30:27,9.894375
2024-10-08 03:31:27,9.894375
2024-10-08 03:32:27,9.894375
2024-10-08 03:33:27,9.894375
2024-10-08 03:34:27,9.894375
2024-10-08 03:35:27,9.827475
2024-10-08 03:36:27,9.773325
2024-10-08 03:37:27,9.727575
2024-10-08 03:38:27,9.688275
2024-10-08 03:39:27,9.65115
2024-10-08 03:40:27,9.680775
2024-10-08 03:41:27,9.705825
2024-10-08 03:42:27,9.732
2024-10-08 03:43:27,9.761025
2024-10-08 03:44:27,9.7974
2024-10-08 03:45:27,9.8436
2024-10-08 03:46:27,9.882975
2024-10-08 03:47:27,9.912825
2024-10-08 03:48:27,9.9336
2024-10-08 03:49:27,9.94485
2024-10-08 03:50:27,9.946425
2024-10-08 03:51:27,9.94665
2024-10-08 03:52:27,9.946875
2024-10-08 03:53:27,9.946875
2024-10-08 03:54:27,9.946875
2024-10-08 03:55:27,9.946875
2024-10-08 03:56:27,9.946875
2024-10-08 03:57:27,9.946875
2024-10-08 03:58:27,9.946875
2024-10-08 03:59:27,9.946875
2024-10-08 04:00:27,9.881175
2024-10-08 04:01:27,9.829575
2024-10-08 04:02:27,9.792975
2024-10-08 04:03:27,9.765075
2024-10-08 04:04:27,9.744375
2024-10-08 04:05:27,9.791925
2024-10-08 04:06:27,9.8274
2024-10-08 04:07:27,9.847875
2024-10-08 04:08:27,9.85965
2024-10-08 04:09:27,9.864225
2024-10-08 04:10:27,9.86625
2024-10-08 04:11:27,9.86625
2024-10-08 04:12:27,9.86625
2024-10-08 04:13:27,9.86625
2024-10-08 04:14:27,9.86625
2024-10-08 04:15:27,9.86625
2024-10-08 04:16:27,9.86625
2024-10-08 04:17:27,9.86625
2024-10-08 04:18:27,9.86625
2024-10-08 04:19:27,9.86625
2024-10-08 04:20:27,9.811275
2024-10-08 04:21:28,9.772725
2024-10-08 04:22:28,9.750375
2024-10-08 04:23:28,9.740325
2024-10-08 04:24:28,9.7389
2024-10-08 04:25:28,9.799125
2024-10-08 04:26:28,9.8448
2024-10-08 04:27:28,9.874275
2024-10-08 04:28:28,9.89145
2024-10-08 04:29:28,9.9
2024-10-08 04:30:28,9.901875
2024-10-08 04:31:28,9.901875
2024-10-08 04:32:28,9.901875
2024-10-08 04:33:28,9.901875
2024-10-08 04:34:28,9.901875
2024-10-08 04:35:28,9.901875
2024-10-08 04:36:28,9.901875
2024-10-08 04:37:28,9.901875
2024-10-08 04:38:28,9.901875
2024-10-08 04:39:28,9.8331
2024-10-08 04:40:28,9.779475
2024-10-08 04:41:28,9.74025
2024-10-08 04:42:28,9.716925
2024-10-08 04:43:28,9.7059
2024-10-08 04:44:28,9.773925
2024-10-08 04:45:28,9.8343
2024-10-08 04:46:28,9.8844
2024-10-08 04:47:28,9.9186
2024-10-08 04:48:28,9.9405
2024-10-08 04:49:28,9.952125
2024-10-08 04:50:28,9.95625
2024-10-08 04:51:28,9.95625
2024-10-08 04:52:28,9.95625
2024-10-08 04:53:28,9.95625
2024-10-08 04:54:28,9.95625
2024-10-08 04:55:28,9.95625
2024-10-08 04:56:28,9.95625
2024-10-08 04:57:28,9.95625
2024-10-08 04:58:28,9.95625
2024-10-08 04:59:28,9.887775
2024-10-08 05:00:28,9.835275
2024-10-08 05:01:28,9.8004
2024-10-08 05:02:28,9.7773
2024-10-08 05:03:28,9.766275
2024-10-08 05:04:28,9.828975
2024-10-08 05:05:28,9.8799
2024-10-08 05:06:28,9.9144
2024-10-08 05:07:28,9.937125
2024-10-08 05:08:28,9.947775
2024-10-08 05:09:28,9.953175
2024-10-08 05:10:28,9.954375
2024-10-08 05:11:28,9.954375
2024-10-08 05:12:28,9.954375
2024-10-08 05:13:28,9.954375
2024-10-08 05:14:28,9.954375
2024-10-08 05:15:28,9.954375
2024-10-08 05:16:28,9.954375
2024-10-08 05:17:28,9.954375
2024-10-08 05:18:28,9.954375
2024-10-08 05:19:29,9.954375
2024-10-08 05:20:29,9.954375
2024-10-08 05:21:29,9.954375
2024-10-08 05:22:29,9.87255
2024-10-08 05:23:29,9.803475
2024-10-08 05:24:29,9.749475
2024-10-08 05:25:29,9.70995
2024-10-08 05:26:29,9.688575
2024-10-08 05:27:29,9.76365
2024-10-08 05:28:29,9.83925
2024-10-08 05:29:29,9.9066
2024-10-08 05:30:29,9.9645
2024-10-08 05:31:29,10.00425
2024-10-08 05:32:29,10.029375
2024-10-08 05:33:29,10.041225
2024-10-08 05:34:29,10.04625
2024-10-08 05:35:29,10.04625
2024-10-08 05:36:29,10.04625
2024-10-08 05:37:29,10.04625
2024-10-08 05:38:29,10.04625
2024-10-08 05:39:29,10.04625
